0.0,1.0,0.278,1
0.0,1.0,0.278,1
0.0,1.0,0.278,1
0.0,1.0,0.278,1
0.0,1.0,0.28600000000000003,1
0.0,1.0,0.28600000000000003,1
0.0,1.0,0.28600000000000003,1
0.0,1.0,0.28600000000000003,1
0.0,1.0,0.28600000000000003,1
0.0,1.0,0.28600000000000003,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.263,1
0.0,1.0,0.263,1
0.0,1.0,0.263,1
0.0,1.0,0.263,1
0.0,1.0,0.263,1
0.0,1.0,0.278,1
0.0,1.0,0.278,1
0.0,1.0,0.278,1
0.0,1.0,0.278,1
0.0,1.0,0.278,1
0.0,1.0,0.278,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.263,1
0.0,1.0,0.263,1
0.0,1.0,0.263,1
0.0,1.0,0.263,1
0.0,1.0,0.263,1
0.0,1.0,0.263,1
0.0,1.0,0.255,1
0.0,1.0,0.255,1
0.0,1.0,0.255,1
0.0,1.0,0.255,1
0.0,1.0,0.255,1
0.0,1.0,0.263,1
0.0,1.0,0.263,1
0.0,1.0,0.263,1
0.0,1.0,0.263,1
0.0,1.0,0.263,1
0.0,1.0,0.263,1
0.0,1.0,0.275,1
0.0,1.0,0.275,1
0.0,1.0,0.275,1
0.0,1.0,0.275,1
0.0,1.0,0.275,1
0.0,1.0,0.282,1
0.0,1.0,0.282,1
0.0,1.0,0.282,1
0.0,1.0,0.282,1
0.0,1.0,0.282,1
0.0,1.0,0.282,1
0.0,1.0,0.267,1
0.0,1.0,0.267,1
0.0,1.0,0.267,1
0.0,1.0,0.267,1
0.0,1.0,0.267,1
0.0,1.0,0.267,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.271,1
0.0,1.0,0.278,1
0.0,1.0,0.278,1
0.0,1.0,0.278,1
0.0,1.0,0.278,1
0.0,1.0,0.278,1
