0.0,1.0,0.278,805.0,0.0,0.278,0.192,1
0.0,1.0,0.278,805.0,0.0,0.278,0.192,1
0.0,1.0,0.278,805.0,0.0,0.278,0.192,1
0.0,1.0,0.278,805.0,0.0,0.278,0.192,1
0.0,1.0,0.28600000000000003,805.0,0.0,0.28600000000000003,0.192,1
0.0,1.0,0.28600000000000003,803.0,0.0,0.28600000000000003,0.192,1
0.0,1.0,0.28600000000000003,803.0,0.0,0.28600000000000003,0.192,1
0.0,1.0,0.28600000000000003,803.0,0.0,0.28600000000000003,0.192,1
0.0,1.0,0.28600000000000003,803.0,0.0,0.28600000000000003,0.192,1
0.0,1.0,0.28600000000000003,803.0,0.0,0.28600000000000003,0.192,1
0.0,1.0,0.271,803.0,0.0,0.271,0.192,1
0.0,1.0,0.271,813.0,0.0,0.271,0.192,1
0.0,1.0,0.271,813.0,0.0,0.271,0.192,1
0.0,1.0,0.271,813.0,0.0,0.271,0.192,1
0.0,1.0,0.271,813.0,0.0,0.271,0.192,1
0.0,1.0,0.271,813.0,0.0,0.271,0.192,1
0.0,1.0,0.271,813.0,0.0,0.271,0.192,1
0.0,1.0,0.271,818.0,0.0,0.271,0.192,1
0.0,1.0,0.271,818.0,0.0,0.271,0.192,1
0.0,1.0,0.271,818.0,0.0,0.271,0.192,1
0.0,1.0,0.271,818.0,0.0,0.271,0.192,1
0.0,1.0,0.271,818.0,0.0,0.271,0.192,1
0.0,1.0,0.263,818.0,0.0,0.263,0.192,1
0.0,1.0,0.263,821.0,0.0,0.263,0.192,1
0.0,1.0,0.263,821.0,0.0,0.263,0.192,1
0.0,1.0,0.263,821.0,0.0,0.263,0.192,1
0.0,1.0,0.263,821.0,0.0,0.263,0.192,1
0.0,1.0,0.278,821.0,0.0,0.278,0.192,1
0.0,1.0,0.278,801.0,0.0,0.278,0.192,1
0.0,1.0,0.278,801.0,0.0,0.278,0.192,1
0.0,1.0,0.278,801.0,0.0,0.278,0.192,1
0.0,1.0,0.278,801.0,0.0,0.278,0.192,1
0.0,1.0,0.278,801.0,0.0,0.278,0.192,1
0.0,1.0,0.271,801.0,0.0,0.271,0.192,1
0.0,1.0,0.271,815.0,0.0,0.271,0.192,1
0.0,1.0,0.271,815.0,0.0,0.271,0.192,1
0.0,1.0,0.271,815.0,0.0,0.271,0.192,1
0.0,1.0,0.271,815.0,0.0,0.271,0.192,1
0.0,1.0,0.271,815.0,0.0,0.271,0.192,1
0.0,1.0,0.263,815.0,0.0,0.263,0.192,1
0.0,1.0,0.263,787.0,0.0,0.263,0.192,1
0.0,1.0,0.263,787.0,0.0,0.263,0.192,1
0.0,1.0,0.263,787.0,0.0,0.263,0.192,1
0.0,1.0,0.263,787.0,0.0,0.263,0.192,1
0.0,1.0,0.263,787.0,0.0,0.263,0.192,1
0.0,1.0,0.255,787.0,0.0,0.255,0.192,1
0.0,1.0,0.255,815.0,0.0,0.255,0.192,1
0.0,1.0,0.255,815.0,0.0,0.255,0.192,1
0.0,1.0,0.255,815.0,0.0,0.255,0.192,1
0.0,1.0,0.255,815.0,0.0,0.255,0.192,1
0.0,1.0,0.263,815.0,0.0,0.263,0.192,1
0.0,1.0,0.263,814.0,0.0,0.263,0.192,1
0.0,1.0,0.263,814.0,0.0,0.263,0.192,1
0.0,1.0,0.263,814.0,0.0,0.263,0.192,1
0.0,1.0,0.263,814.0,0.0,0.263,0.192,1
